"Vertical_Segment","Lithography","nb_of_Cores","nb_of_Threads","Processor_Base_Frequency","TDP","Max_Memory_Size","Max_Memory_Bandwidth","Max_nb_of_PCI_Express_Lanes"
"Server",65,4,4,1860,50,32,25.6,16
"Server",180,1,4,733,23.3,32,25.6,16
"Server",250,1,4,550,34,32,25.6,16
"Server",65,2,4,3160,150,32,25.6,16
"Server",130,1,4,2660,72,32,25.6,16
"Server",180,1,4,1500,59.2,32,25.6,16
"Server",90,2,4,2660,165,32,25.6,16
"Server",65,2,4,3200,130,32,25.6,16
"Server",90,1,4,3160,110,32,25.6,16
"Server",90,1,4,3500,110,32,25.6,16
"Server",32,4,8,3600,130,288,32,16
"Server",32,1,4,450,46.7,32,25.6,16
"Embedded",45,1,1,1730,23,32,25.6,16
"Embedded",45,4,8,2530,85,32,25.6,16
"Server",45,6,6,2670,130,32,25.6,16
"Server",32,4,8,1730,105,32,25.6,16
"Server",45,4,8,2800,95,32,21,16
"Server",45,4,8,3200,130,24,25.6,16
"Server",45,4,8,2660,95,144,32,16
"Server",45,4,4,2130,50,32,25.6,16
